,prediction
3300025665_35,anaerobe
3300020312_11,aerobe
3300029469_12,anaerobe
3300014542_5,anaerobe
3300020275_7,anaerobe
3300009704_48,anaerobe
3300013123_18,anaerobe
3300029233_9,anaerobe
3300020358_17,facultative
3300017974_16,anaerobe
3300028570_59,anaerobe
3300029046_7,anaerobe
3300025459_3,aerobe
3300007796_17,anaerobe
3300007316_10,anaerobe
3300020203_26,aerobe
3300007498_23,anaerobe
3300009503_149,anaerobe
3300027835_194,anaerobe
3300000154_24,anaerobe
3300006056_109,aerobe
3300012155_9,anaerobe
3300029796_33,anaerobe
3300029720_30,anaerobe
3300008271_20,facultative
3300015196_8,aerobe
3300008152_41,anaerobe
3300025683_63,anaerobe
3300007925_24,anaerobe
3300012544_1,anaerobe
3300025108_2,aerobe
3300010158_16,aerobe
3300025715_65,anaerobe
3300025855_10,aerobe
3300025510_6,anaerobe
3300029634_13,anaerobe
3300012572_1,anaerobe
3300026196_11,aerobe
3300002054_6,aerobe
3300013126_22,aerobe
3300029501_12,anaerobe
3300025657_21,anaerobe
3300029656_10,anaerobe
3300029749_30,anaerobe
3300014536_5,anaerobe
3300025252_7,aerobe
3300025817_9,anaerobe
3300008063_25,anaerobe
3300027344_4,aerobe
3300009503_152,anaerobe
3300002468_15,aerobe
3300029202_1,anaerobe
3300012257_2,aerobe
3300012080_12,aerobe
3300010281_23,anaerobe
3300029621_35,anaerobe
3300026522_40,anaerobe
3300014208_122,anaerobe
3300023045_1,aerobe
3300000153_10,anaerobe
3300029579_11,anaerobe
3300013308_22,aerobe
3300000365_18,aerobe
3300007300_19,anaerobe
3300018424_31,anaerobe
3300027125_2,aerobe
3300029017_3,anaerobe
3300026093_9,aerobe
3300028568_51,anaerobe
3300009503_139,anaerobe
3300025459_23,anaerobe
3300029572_29,anaerobe
3300021843_39,anaerobe
3300017948_10,anaerobe
3300029508_9,anaerobe
3300000563_12,aerobe
3300011758_2,aerobe
3300025945_19,aerobe
3300010378_4,anaerobe
3300013004_118,anaerobe
3300018424_20,aerobe
3300026144_1,aerobe
3300026874_9,aerobe
3300007500_13,facultative
3300024905_1,aerobe
3300027863_67,anaerobe
3300021468_20,anaerobe
3300005326_19,aerobe
3300018039_18,aerobe
3300014538_12,anaerobe
3300006237_18,aerobe
3300008364_8,facultative
3300021499_6,anaerobe
3300020079_18,anaerobe
3300008496_19,anaerobe
3300014709_4,anaerobe
3300025867_44,anaerobe
3300028559_52,anaerobe
3300011862_1,facultative
3300011986_15,anaerobe
3300010035_10,anaerobe
3300027878_81,aerobe
3300020447_3,aerobe
3300027896_78,anaerobe
3300029192_5,facultative
3300025809_27,aerobe
3300026290_70,anaerobe
3300007098_8,anaerobe
3300027221_5,facultative
3300027800_11,aerobe
3300008152_23,anaerobe
3300026095_15,aerobe
3300008515_35,anaerobe
3300029197_8,anaerobe
3300009787_26,aerobe
3300029379_10,anaerobe
3300025730_59,anaerobe
3300025510_8,anaerobe
3300010271_13,anaerobe
3300025702_19,anaerobe
3300027980_5,anaerobe
3300027284_2,anaerobe
3300025667_18,anaerobe
3300026208_8,facultative
3300027057_7,anaerobe
3300014208_149,anaerobe
3300020335_21,aerobe
3300024344_14,aerobe
3300000365_48,anaerobe
3300011949_3,aerobe
3300025686_49,anaerobe
3300010277_35,anaerobe
3300026079_11,anaerobe
3300014493_18,anaerobe
3300028030_13,anaerobe
3300029717_25,anaerobe
3300008594_7,facultative
3300011833_4,facultative
3300027790_26,aerobe
3300029447_23,anaerobe
3300013137_225,anaerobe
3300025438_18,anaerobe
3300000254_11,anaerobe
3300012844_4,facultative
3300000930_11,aerobe
3300013426_12,anaerobe
3300025292_21,aerobe
3300021084_14,anaerobe
3300008068_2,facultative
3300025706_18,anaerobe
3300028114_42,anaerobe
3300014743_4,anaerobe
3300029790_37,anaerobe
3300000236_9,anaerobe
3300022738_7,aerobe
3300020203_16,aerobe
3300011588_2,aerobe
3300025867_65,anaerobe
3300014496_23,anaerobe
3300029408_18,anaerobe
3300029841_11,anaerobe
3300011507_1,aerobe
3300015063_3,facultative
3300029622_27,anaerobe
3300025305_4,aerobe
3300028568_70,anaerobe
3300007360_34,anaerobe
3300025632_35,anaerobe
3300008274_4,anaerobe
3300029618_30,anaerobe
3300006564_23,anaerobe
3300005056_21,anaerobe
3300008581_1,anaerobe
3300025520_18,anaerobe
3300007722_87,anaerobe
3300007194_40,anaerobe
3300026265_10,aerobe
3300025859_13,aerobe
3300007997_32,facultative
3300029307_12,anaerobe
3300029443_12,anaerobe
3300029441_11,anaerobe
3300029194_8,anaerobe
3300025618_37,anaerobe
3300008123_16,facultative
3300011785_4,aerobe
3300029581_15,anaerobe
3300012956_65,aerobe
3300029424_13,anaerobe
3300006226_65,anaerobe
3300029731_23,anaerobe
3300028911_9,anaerobe
3300020395_17,anaerobe
3300027870_46,anaerobe
3300020201_37,aerobe
3300029706_27,anaerobe
3300027220_1,aerobe
3300027690_12,aerobe
3300025704_39,anaerobe
3300025864_59,anaerobe
3300025375_2,aerobe
3300029482_12,anaerobe
3300027744_44,anaerobe
3300022746_12,aerobe
3300011486_4,aerobe
3300025550_1,anaerobe
3300025727_31,anaerobe
3300025161_9,anaerobe
3300029671_11,anaerobe
3300029556_22,anaerobe
3300026202_4,aerobe
3300013138_41,anaerobe
3300028567_59,anaerobe
3300023235_4,aerobe
3300012812_8,aerobe
3300003078_1,anaerobe
3300025515_9,aerobe
3300006327_5,aerobe
3300027869_16,aerobe
3300028032_39,anaerobe
3300029109_6,anaerobe
3300027294_9,anaerobe
3300022751_8,aerobe
3300025775_33,anaerobe
3300008635_9,anaerobe
3300008636_29,anaerobe
3300027776_16,facultative
3300025577_16,aerobe
3300029080_12,anaerobe
3300029715_17,anaerobe
3300011602_6,anaerobe
3300027741_3,aerobe
3300011678_1,aerobe
3300010268_21,anaerobe
3300029580_22,anaerobe
3300025350_11,anaerobe
3300012811_4,aerobe
3300022846_6,anaerobe
3300028993_6,anaerobe
3300024185_11,anaerobe
3300010279_11,anaerobe
3300029045_10,anaerobe
3300013125_175,anaerobe
3300009764_5,aerobe
3300012499_1,anaerobe
3300000463_1,anaerobe
3300025239_2,aerobe
3300027760_62,anaerobe
3300007498_9,anaerobe
3300029820_19,anaerobe
3300017929_25,anaerobe
3300020153_16,aerobe
3300023109_28,aerobe
3300001919_9,anaerobe
3300027839_98,anaerobe
3300029178_3,anaerobe
3300025590_13,aerobe
3300025350_16,anaerobe
3300012031_2,aerobe
3300029577_23,anaerobe
3300029418_10,anaerobe
3300011886_4,anaerobe
3300018089_15,anaerobe
3300027835_95,anaerobe
3300028582_16,facultative
3300025587_25,anaerobe
3300027851_41,anaerobe
3300006249_15,facultative
3300007525_1,aerobe
3300025855_73,anaerobe
3300012030_1,aerobe
3300029245_15,anaerobe
3300012268_10,anaerobe
3300002168_74,anaerobe
3300020601_38,aerobe
3300014953_7,anaerobe
3300029078_1,anaerobe
3300028561_44,anaerobe
3300028173_12,anaerobe
3300012521_7,aerobe
3300008364_2,aerobe
3300027499_5,facultative
3300029249_18,anaerobe
3300029621_40,anaerobe
3300008734_10,anaerobe
3300027571_17,anaerobe
3300025480_13,anaerobe
2032320001_1,anaerobe
3300007724_13,facultative
3300022905_42,anaerobe
3300020389_16,aerobe
3300028957_9,anaerobe
3300029820_25,anaerobe
3300005858_7,aerobe
3300009084_96,anaerobe
3300010428_7,aerobe
3300029584_15,anaerobe
3300027649_17,facultative
3300012956_25,aerobe
3300025592_30,anaerobe
3300022661_80,anaerobe
3300007648_19,anaerobe
3300027933_13,anaerobe
3300025496_6,anaerobe
3300002168_89,anaerobe
3300029860_9,anaerobe
3300020083_79,anaerobe
3300008403_16,anaerobe
3300003146_8,anaerobe
3300012118_4,aerobe
3300012824_9,aerobe
3300007524_24,anaerobe
3300011918_8,anaerobe
3300022847_8,aerobe
3300025816_18,facultative
3300013753_7,anaerobe
3300017968_56,facultative
3300029742_27,anaerobe
3300008096_25,anaerobe
3300005985_22,aerobe
3300027712_9,aerobe
3300007705_14,anaerobe
3300003364_5,aerobe
3300026167_28,anaerobe
3300018024_17,anaerobe
3300008155_16,anaerobe
3300012297_1,anaerobe
3300023314_8,aerobe
3300025923_29,aerobe
3300028398_66,anaerobe
3300029770_32,anaerobe
3300029059_10,anaerobe
3300012943_27,aerobe
3300013094_53,anaerobe
3300008136_34,anaerobe
3300007878_3,anaerobe
3300027880_11,facultative
3300025272_8,aerobe
3300029075_2,anaerobe
3300024326_2,aerobe
3300008472_16,anaerobe
3300012859_8,facultative
3300002092_4,aerobe
3300029764_26,anaerobe
3300028582_27,anaerobe
3300025270_7,aerobe
3300022135_4,anaerobe
3300025666_9,aerobe
3300029127_9,anaerobe
3300029479_16,anaerobe
3300026311_87,anaerobe
3300008269_31,anaerobe
3300025667_41,anaerobe
3300020428_54,anaerobe
3300025354_4,aerobe
3300022181_16,anaerobe
3300000233_30,anaerobe
3300029590_34,anaerobe
3300007300_16,anaerobe
3300025861_38,anaerobe
3300014964_29,anaerobe
3300027510_25,anaerobe
3300025881_36,aerobe
3300025762_42,anaerobe
3300027719_51,facultative
3300008732_9,anaerobe
3300026253_48,anaerobe
3300029084_2,facultative
3300009084_111,anaerobe
3300008153_11,anaerobe
3300011811_4,aerobe
3300026228_1,aerobe
3300013484_1,aerobe
3300029550_9,anaerobe
3300029500_3,anaerobe
3300025961_25,aerobe
3300000200_7,anaerobe
3300027510_46,anaerobe
3300014832_18,anaerobe
3300007220_19,anaerobe
3300029519_19,anaerobe
3300013412_1,anaerobe
3300022470_28,anaerobe
3300027976_59,aerobe
3300008739_9,anaerobe
3300017398_14,anaerobe
3300025657_36,anaerobe
3300029240_22,anaerobe
3300008742_10,facultative
3300029365_35,anaerobe
3300027720_32,anaerobe
3300025725_16,aerobe
3300027976_26,aerobe
3300026505_3,aerobe
3300024327_17,anaerobe
3300026112_5,aerobe
3300011203_3,facultative
3300029256_11,anaerobe
3300018042_14,anaerobe
3300026627_5,anaerobe
3300029870_18,anaerobe
3300014945_2,anaerobe
3300022825_4,aerobe
3300027976_78,anaerobe
3300024218_9,facultative
3300005326_93,anaerobe
3300029391_22,anaerobe
3300027763_13,anaerobe
3300017418_16,facultative
3300007124_14,anaerobe
3300029481_11,anaerobe
3300013947_11,anaerobe
3300029252_21,anaerobe
3300029257_21,anaerobe
3300029763_21,anaerobe
3300029057_14,anaerobe
3300028129_11,aerobe
3300025469_18,anaerobe
3300017969_31,aerobe
3300011359_1,aerobe
3300029420_17,anaerobe
3300007997_23,anaerobe
3300026549_121,anaerobe
3300028083_5,anaerobe
3300027807_17,aerobe
3300006045_86,anaerobe
3300025632_12,aerobe
3300025613_32,anaerobe
3300007296_17,anaerobe
3300029672_11,anaerobe
3300020137_13,anaerobe
3300024311_6,facultative
3300021319_12,anaerobe
3300022660_137,anaerobe
3300011977_35,anaerobe
3300027968_73,anaerobe
3300008080_7,anaerobe
3300008403_10,anaerobe
3300017788_88,anaerobe
3300028624_20,anaerobe
3300024285_3,aerobe
3300027728_44,anaerobe
3300013744_4,anaerobe
3300025228_7,aerobe
3300027419_18,anaerobe
3300025503_12,anaerobe
3300006464_33,anaerobe
3300023177_34,anaerobe
3300023298_8,anaerobe
3300026093_18,anaerobe
3300025236_10,aerobe
3300008098_8,anaerobe
3300017505_11,aerobe
3300013136_18,anaerobe
3300006348_8,anaerobe
3300028569_48,aerobe
3300020291_6,anaerobe
3300020417_18,aerobe
3300028029_23,anaerobe
3300005286_38,aerobe
3300029854_2,anaerobe
3300014558_4,anaerobe
3300023238_9,aerobe
3300025231_14,aerobe
3300029788_13,anaerobe
3300014556_13,anaerobe
3300027834_55,aerobe
3300009779_47,anaerobe
3300022740_1,aerobe
3300029375_30,anaerobe
3300029702_25,anaerobe
3300011772_5,anaerobe
3300029708_17,anaerobe
3300008098_11,facultative
3300029054_20,anaerobe
3300014838_20,anaerobe
3300027968_34,aerobe
3300017971_91,anaerobe
3300025620_10,aerobe
3300026302_9,aerobe
3300014762_6,anaerobe
3300021338_13,facultative
3300014553_6,anaerobe
3300027983_17,aerobe
3300025881_49,anaerobe
3300008272_18,anaerobe
3300027515_3,aerobe
3300013093_32,aerobe
3300013637_2,anaerobe
3300011006_16,anaerobe
3300025589_11,aerobe
3300027971_34,anaerobe
3300029548_11,anaerobe
3300029068_3,anaerobe
3300029608_11,anaerobe
3300006746_3,anaerobe
3300029891_19,anaerobe
3300027612_8,anaerobe
3300010267_26,anaerobe
3300013940_7,anaerobe
3300011238_6,anaerobe
3300011860_2,anaerobe
3300007501_4,anaerobe
3300029861_17,anaerobe
3300006564_12,anaerobe
3300017480_29,anaerobe
3300029752_8,anaerobe
3300018037_5,anaerobe
3300025689_12,aerobe
3300008138_8,anaerobe
3300029595_10,anaerobe
3300014547_10,anaerobe
3300020455_9,aerobe
3300029122_16,anaerobe
3300011153_2,aerobe
3300029764_16,anaerobe
3300008754_18,anaerobe
3300025862_28,aerobe
3300014655_16,anaerobe
3300022825_5,aerobe
3300029485_18,anaerobe
3300020459_27,anaerobe
3300011956_1,facultative
3300029404_30,anaerobe
3300025648_37,anaerobe
3300017470_41,anaerobe
3300005407_2,anaerobe
3300011565_1,facultative
3300011013_32,anaerobe
3300029394_27,anaerobe
3300029912_17,aerobe
3300021518_25,anaerobe
3300025762_14,anaerobe
3300011560_5,anaerobe
3300026206_25,anaerobe
3300021400_96,anaerobe
3300028911_7,anaerobe
3300029196_15,anaerobe
3300003523_50,anaerobe
3300008524_7,anaerobe
3300011005_5,anaerobe
3300023240_9,anaerobe
3300013004_12,aerobe
3300018009_9,anaerobe
3300026897_2,aerobe
3300020204_62,anaerobe
3300013125_138,anaerobe
3300029775_14,anaerobe
3300029509_5,anaerobe
3300020712_5,anaerobe
3300026080_36,anaerobe
3300025298_23,aerobe
3300007925_10,aerobe
3300029335_18,anaerobe
3300007312_13,anaerobe
3300029548_21,anaerobe
3300008350_6,anaerobe
3300027807_12,aerobe
3300029355_22,anaerobe
3300027976_63,facultative
3300008746_5,anaerobe
3300007139_4,aerobe
3300027231_7,anaerobe
3300009503_196,anaerobe
3300025094_11,facultative
3300025949_49,aerobe
3300017426_21,aerobe
3300012276_2,aerobe
3300029370_11,anaerobe
3300012943_28,facultative
3300029365_18,anaerobe
3300021424_57,anaerobe
3300008493_22,anaerobe
3300005964_6,anaerobe
3300029126_6,anaerobe
3300029134_16,anaerobe
3300029430_9,anaerobe
3300022188_18,anaerobe
3300007795_2,anaerobe
3300010278_17,anaerobe
3300022753_122,anaerobe
3300007129_12,anaerobe
3300013766_4,anaerobe
3300029760_24,anaerobe
3300029752_19,anaerobe
3300025665_55,anaerobe
3300021425_43,anaerobe
3300026516_54,facultative
3300027144_8,facultative
3300002074_1,aerobe
3300027323_24,anaerobe
3300012677_11,anaerobe
3300025666_19,aerobe
3300006566_13,anaerobe
3300014792_13,anaerobe
3300013489_2,aerobe
3300025546_89,anaerobe
3300014944_5,anaerobe
3300006522_11,facultative
3300012983_41,anaerobe
3300009702_83,aerobe
3300009503_180,anaerobe
3300025469_7,aerobe
3300024264_37,anaerobe
3300026195_26,anaerobe
3300029443_16,anaerobe
3300027700_26,anaerobe
3300029731_13,anaerobe
3300006317_14,anaerobe
3300025608_11,aerobe
3300008135_11,facultative
3300025654_12,aerobe
3300023179_97,anaerobe
3300014571_13,anaerobe
3300029427_19,anaerobe
3300017509_16,aerobe
3300009147_37,aerobe
3300013164_2,anaerobe
3300025772_12,anaerobe
3300008672_40,anaerobe
3300029880_17,anaerobe
3300000202_2,anaerobe
3300029459_12,anaerobe
3300025832_15,aerobe
3300010049_55,anaerobe
3300027279_6,facultative
3300018048_27,anaerobe
3300013138_147,anaerobe
3300015202_21,aerobe
3300007335_20,facultative
3300027756_3,aerobe
3300029823_14,anaerobe
3300000140_3,aerobe
3300014946_11,anaerobe
3300025270_17,facultative
3300027711_23,aerobe
3300009779_15,aerobe
3300014548_12,anaerobe
3300025719_22,anaerobe
3300029527_11,anaerobe
3300020084_45,aerobe
3300027653_16,aerobe
3300011976_21,anaerobe
3300017951_32,anaerobe
3300012233_2,anaerobe
3300029484_10,anaerobe
3300025714_13,anaerobe
3300027284_30,aerobe
3300008739_22,anaerobe
3300025859_70,anaerobe
3300028581_80,anaerobe
3300029734_11,anaerobe
3300012001_7,aerobe
3300011154_1,aerobe
3300024333_14,anaerobe
3300029204_18,anaerobe
3300029522_15,anaerobe
3300027515_19,facultative
3300018984_6,aerobe
3300008260_21,anaerobe
3300029690_22,anaerobe
3300001605_29,anaerobe
3300020057_19,aerobe
3300023187_6,anaerobe
3300008746_21,facultative
3300008080_8,anaerobe
3300014804_18,anaerobe
3300028969_7,anaerobe
3300025481_6,anaerobe
3300013197_2,anaerobe
3300010276_23,anaerobe
3300029767_13,anaerobe
3300012940_66,facultative
3300025408_16,anaerobe
3300027337_7,aerobe
3300014511_2,facultative
3300008283_13,anaerobe
3300027649_42,anaerobe
3300029675_11,anaerobe
3300006476_11,anaerobe
3300025183_5,aerobe
3300025225_6,aerobe
3300027905_95,anaerobe
3300028040_3,aerobe
3300025605_29,anaerobe
3300011873_1,aerobe
3300000158_14,anaerobe
3300007184_3,anaerobe
3300029749_15,anaerobe
3300029513_16,anaerobe
3300011695_1,aerobe
3300021604_23,aerobe
3300013138_154,anaerobe
3300025024_3,aerobe
3300020220_70,anaerobe
3300028630_10,anaerobe
3300007980_2,facultative
3300025750_19,anaerobe
3300029422_21,anaerobe
3300006243_6,facultative
3300012974_22,aerobe
3300006328_20,anaerobe
3300025672_25,anaerobe
3300021843_55,anaerobe
3300027719_24,anaerobe
3300011396_3,aerobe
3300023254_2,anaerobe
3300027869_20,aerobe
3300028633_23,anaerobe
3300029116_10,anaerobe
3300029779_17,anaerobe
3300008454_5,facultative
3300029210_15,anaerobe
3300014613_13,anaerobe
3300008676_10,anaerobe
3300027863_79,anaerobe
3300029540_10,anaerobe
3300024313_13,anaerobe
3300029738_26,anaerobe
3300029437_20,anaerobe
3300024975_7,aerobe
3300029192_11,anaerobe
3300026302_26,aerobe
3300020243_9,anaerobe
3300027416_4,anaerobe
3300029119_5,anaerobe
3300017444_25,aerobe
3300026114_11,anaerobe
3300025767_17,aerobe
3300029734_23,anaerobe
3300013104_57,aerobe
3300010158_44,anaerobe
3300007711_12,anaerobe
3300021400_116,anaerobe
3300011977_29,anaerobe
3300029363_15,anaerobe
3300020456_21,anaerobe
3300025678_2,anaerobe
3300025822_12,aerobe
3300008725_7,anaerobe
3300029101_8,anaerobe
3300012921_33,aerobe
3300027656_7,anaerobe
3300028591_52,anaerobe
3300006479_10,facultative
3300014658_11,anaerobe
3300017449_34,anaerobe
3300007295_1,anaerobe
3300029595_22,anaerobe
3300009702_60,anaerobe
3300027902_25,aerobe
3300027641_17,anaerobe
3300010428_39,anaerobe
3300029337_6,facultative
3300025241_5,aerobe
3300024054_62,anaerobe
3300027815_37,anaerobe
2061766007_87,anaerobe
3300029896_11,aerobe
3300007502_4,facultative
3300010279_19,anaerobe
3300020156_17,anaerobe
3300017658_19,aerobe
3300026251_42,anaerobe
3300025656_25,facultative
3300025867_22,anaerobe
3300012831_6,facultative
3300011473_2,facultative
3300000394_6,aerobe
3300012940_21,aerobe
3300007798_4,anaerobe
3300027804_28,aerobe
3300003129_3,aerobe
3300008272_32,anaerobe
3300029378_21,anaerobe
3300013005_56,anaerobe
3300025468_7,anaerobe
3300029770_21,anaerobe
3300026127_6,anaerobe
3300029548_13,anaerobe
3300027863_141,anaerobe
3300027828_13,aerobe
3300025890_65,anaerobe
3300012811_3,aerobe
3300026089_24,aerobe
3300025605_37,anaerobe
3300029232_6,anaerobe
3300029336_32,anaerobe
3300025128_6,aerobe
3300020367_18,anaerobe
3300011208_3,aerobe
3300029120_16,anaerobe
3300007358_29,anaerobe
3300021843_34,anaerobe
3300027984_46,anaerobe
3300029350_8,anaerobe
3300020195_66,anaerobe
3300027082_9,anaerobe
3300029189_4,aerobe
3300029853_23,anaerobe
3300027210_2,anaerobe
3300012846_3,aerobe
3300020350_5,aerobe
3300025748_66,anaerobe
3300025852_16,anaerobe
3300027863_105,anaerobe
3300029032_15,anaerobe
3300005078_8,anaerobe
3300014799_10,anaerobe
3300025748_16,anaerobe
3300008130_29,anaerobe
3300026292_12,aerobe
3300001683_15,aerobe
3300020456_23,anaerobe
3300020056_57,anaerobe
3300007519_85,anaerobe
3300008058_20,anaerobe
3300025248_7,aerobe
3300027653_96,anaerobe
3300026546_14,anaerobe
3300029186_5,anaerobe
3300020375_7,aerobe
3300006322_25,anaerobe
3300026119_5,aerobe
3300018415_20,aerobe
3300026252_34,anaerobe
3300028627_25,anaerobe
3300027863_58,aerobe
3300017444_48,aerobe
3300026202_15,anaerobe
3300028603_113,anaerobe
3300029728_27,anaerobe
3300005662_45,aerobe
3300022904_6,anaerobe
3300017452_10,anaerobe
3300027983_35,aerobe
3300029795_26,anaerobe
3300020323_5,anaerobe
3300014039_16,anaerobe
3300007121_10,facultative
3300028564_24,anaerobe
3300021092_52,aerobe
3300028985_2,anaerobe
3300029339_27,anaerobe
3300027728_17,aerobe
3300010370_46,anaerobe
3300008520_36,anaerobe
3300009381_25,anaerobe
3300006328_4,anaerobe
3300006568_22,anaerobe
3300018080_78,anaerobe
3300027352_3,aerobe
3300020186_23,aerobe
3300013004_33,facultative
3300012267_3,aerobe
3300005341_21,anaerobe
3300026290_52,anaerobe
3300025608_24,aerobe
3300013094_14,aerobe
3300029788_25,anaerobe
3300026311_68,anaerobe
3300009566_18,anaerobe
3300025471_18,anaerobe
3300014720_17,aerobe
3300029770_6,facultative
3300020391_27,anaerobe
3300022661_94,anaerobe
3300011580_2,facultative
3300025296_12,aerobe
3300007652_2,anaerobe
3300027730_44,anaerobe
3300006460_6,anaerobe
3300010397_51,anaerobe
3300024062_8,anaerobe
3300025784_52,anaerobe
3300017986_27,aerobe
3300029320_5,anaerobe
3300028561_52,anaerobe
3300008518_7,anaerobe
3300011842_2,facultative
3300014326_7,anaerobe
3300012814_7,aerobe
3300002173_38,anaerobe
3300009702_22,facultative
3300025532_5,facultative
3300029210_12,anaerobe
3300014751_9,facultative
3300028634_22,anaerobe
3300013349_2,aerobe
3300025892_23,aerobe
3300008125_4,anaerobe
3300025105_30,aerobe
3300010269_24,anaerobe
3300011862_4,anaerobe
3300029204_4,anaerobe
3300029364_21,anaerobe
3300020383_4,aerobe
3300025522_5,anaerobe
3300029209_16,anaerobe
3300024356_11,anaerobe
3300029765_17,anaerobe
3300002163_39,anaerobe
3300027864_52,anaerobe
3300028593_49,anaerobe
3300024958_3,aerobe
3300021424_21,aerobe
3300012889_34,anaerobe
3300013137_217,anaerobe
3300026233_2,aerobe
3300029528_5,anaerobe
3300028991_6,anaerobe
3300029762_22,anaerobe
3300028327_22,anaerobe
3300027878_46,aerobe
3300014963_35,anaerobe
3300006677_3,anaerobe
3300029887_21,anaerobe
3300021410_11,aerobe
3300025857_24,anaerobe
3300013097_6,aerobe
3300027891_31,anaerobe
3300017818_48,anaerobe
3300025586_8,aerobe
3300029873_42,anaerobe
3300029034_12,anaerobe
3300014593_1,aerobe
3300002481_23,anaerobe
3300009767_1,aerobe
3300025775_12,aerobe
3300008621_54,anaerobe
3300011907_4,anaerobe
3300029521_16,anaerobe
3300021376_57,anaerobe
3300011921_1,aerobe
3300007717_2,anaerobe
3300010262_18,anaerobe
3300028976_4,anaerobe
3300007305_28,anaerobe
3300025847_31,anaerobe
3300012837_6,aerobe
3300011887_4,facultative
3300001102_11,aerobe
3300021603_41,anaerobe
3300025433_13,anaerobe
3300027852_42,aerobe
3300025617_33,facultative
3300011187_23,anaerobe
3300006566_22,anaerobe
3300015076_1,facultative
3300017391_27,anaerobe
3300007664_24,anaerobe
3300029840_18,anaerobe
3300005262_9,aerobe
3300008134_3,anaerobe
3300025043_2,aerobe
3300012682_25,aerobe
3300022661_81,anaerobe
3300029447_37,anaerobe
3300025584_19,anaerobe
3300008481_7,aerobe
3300014954_7,anaerobe
3300002481_21,anaerobe
3300027968_50,aerobe
3300029484_26,anaerobe
3300025369_12,anaerobe
3300008363_9,facultative
3300025809_32,anaerobe
3300017513_15,anaerobe
3300008626_11,anaerobe
3300011805_1,aerobe
3300029497_12,anaerobe
3300008664_27,anaerobe
3300024433_18,aerobe
3300007776_9,facultative
3300006247_14,aerobe
3300011977_22,anaerobe
3300024294_13,facultative
3300026256_10,aerobe
3300029236_24,anaerobe
3300029227_21,anaerobe
3300029877_10,anaerobe
3300009773_29,anaerobe
3300024299_19,anaerobe
3300027499_11,aerobe
3300010278_32,anaerobe
3300002036_8,aerobe
3300027819_183,anaerobe
3300026279_32,facultative
3300022833_5,aerobe
3300007517_29,aerobe
3300020408_17,anaerobe
2009439000_2,anaerobe
3300028570_52,anaerobe
3300006462_23,anaerobe
3300029244_13,anaerobe
3300025234_2,aerobe
3300008103_10,anaerobe
3300010273_3,aerobe
3300009381_17,facultative
3300010294_7,aerobe
3300010287_4,aerobe
3300007531_17,anaerobe
3300013014_72,anaerobe
3300011234_2,aerobe
3300025166_1,anaerobe
3300025161_47,anaerobe
3300027297_1,aerobe
3300021135_4,aerobe
3300029497_5,anaerobe
3300008755_15,facultative
3300007210_11,anaerobe
3300029010_3,anaerobe
3300020393_18,aerobe
3300005985_30,aerobe
3300007519_24,aerobe
3300010274_33,anaerobe
3300001959_1,aerobe
3300008728_21,anaerobe
3300013743_1,anaerobe
3300020213_72,anaerobe
3300008260_23,anaerobe
3300008504_4,anaerobe
3300007650_20,anaerobe
3300022851_15,anaerobe
3300029564_13,anaerobe
3300029795_37,anaerobe
3300029201_22,anaerobe
3300008272_27,anaerobe
3300020376_9,aerobe
3300007320_8,aerobe
3300013131_145,anaerobe
3300029686_15,anaerobe
3300014771_19,anaerobe
3300000232_7,anaerobe
3300027863_313,anaerobe
3300025660_15,aerobe
3300025600_22,anaerobe
3300029775_17,anaerobe
3300029708_11,anaerobe
3300007125_31,anaerobe
3300013129_124,anaerobe
3300011762_1,facultative
3300009779_32,facultative
3300027015_9,aerobe
3300017419_8,anaerobe
3300028582_23,anaerobe
3300025870_29,anaerobe
3300011710_4,aerobe
3300020259_11,anaerobe
3300008716_8,anaerobe
3300025512_9,anaerobe
3300029650_12,anaerobe
3300014754_7,anaerobe
3300007924_28,facultative
3300017951_31,anaerobe
3300012158_5,anaerobe
3300006463_16,anaerobe
3300029641_5,anaerobe
3300027286_4,aerobe
3300025246_8,aerobe
3300011908_3,anaerobe
3300026931_2,anaerobe
3300029335_17,anaerobe
3300027885_14,anaerobe
3300029716_39,anaerobe
3300013123_152,anaerobe
3300019375_13,anaerobe
3300029335_13,anaerobe
3300011504_3,facultative
3300013126_133,anaerobe
3300021373_23,anaerobe
3300011708_2,facultative
3300008385_8,anaerobe
3300008125_28,anaerobe
3300029850_13,anaerobe
3300025286_6,aerobe
3300011676_3,aerobe
3300013130_55,anaerobe
3300029823_21,anaerobe
3300013123_58,anaerobe
3300010401_10,aerobe
3300012950_67,anaerobe
3300020331_7,anaerobe
3300029688_21,anaerobe
3300014602_1,aerobe
3300023434_5,anaerobe
3300028911_17,anaerobe
3300021843_40,anaerobe
3300014731_3,anaerobe
3300020244_7,anaerobe
3300029741_24,anaerobe
3300006298_5,anaerobe
3300025371_3,anaerobe
3300021474_5,anaerobe
3300025737_56,anaerobe
3300022909_31,anaerobe
3300025784_15,aerobe
3300006496_3,anaerobe
3300020428_58,anaerobe
3300005470_9,anaerobe
3300014068_1,aerobe
3300029616_12,anaerobe
3300017646_15,aerobe
2051774008_1,anaerobe
3300008712_19,anaerobe
3300018080_68,anaerobe
3300024282_7,anaerobe
3300026549_53,anaerobe
3300029295_14,anaerobe
3300025949_29,aerobe
