,prediction
37834,aerobe
37835,aerobe
37836,anaerobe
37837,anaerobe
37838,anaerobe
37839,anaerobe
37840,anaerobe
37841,anaerobe
37842,aerobe
37843,anaerobe
37844,aerobe
37845,aerobe
37846,anaerobe
37847,anaerobe
37848,aerobe
37849,anaerobe
37850,aerobe
37851,aerobe
37852,anaerobe
37853,anaerobe
37854,anaerobe
37855,aerobe
37856,anaerobe
37857,aerobe
37858,anaerobe
37859,anaerobe
37860,anaerobe
37861,aerobe
37862,anaerobe
37863,aerobe
37864,anaerobe
37865,anaerobe
37866,aerobe
37867,aerobe
37868,aerobe
37869,aerobe
37870,aerobe
37871,aerobe
37872,anaerobe
37873,anaerobe
37874,aerobe
37875,anaerobe
37876,anaerobe
37877,anaerobe
37878,anaerobe
37879,aerobe
37880,aerobe
37881,aerobe
37882,anaerobe
37883,aerobe
37884,anaerobe
37885,aerobe
37886,anaerobe
37887,anaerobe
37888,aerobe
37889,anaerobe
37890,aerobe
37891,anaerobe
37892,anaerobe
37893,anaerobe
37894,aerobe
37895,aerobe
37896,aerobe
37897,anaerobe
37898,aerobe
37899,aerobe
37900,anaerobe
37901,anaerobe
37902,anaerobe
37903,anaerobe
37904,anaerobe
37905,aerobe
37906,anaerobe
37907,aerobe
37908,facultative
37909,aerobe
37910,aerobe
37911,aerobe
37912,anaerobe
37913,anaerobe
37914,facultative
37915,anaerobe
37916,anaerobe
37917,anaerobe
37918,anaerobe
37919,aerobe
37920,aerobe
37921,aerobe
37922,anaerobe
37923,aerobe
37924,anaerobe
37925,aerobe
37926,anaerobe
37927,anaerobe
37928,aerobe
37929,aerobe
37930,anaerobe
37931,anaerobe
37932,aerobe
37933,aerobe
37934,anaerobe
37935,anaerobe
37936,anaerobe
37937,anaerobe
37938,anaerobe
37939,anaerobe
37940,aerobe
37941,anaerobe
37942,anaerobe
37943,aerobe
37944,anaerobe
37945,anaerobe
37946,aerobe
37947,anaerobe
37948,anaerobe
37949,anaerobe
37950,anaerobe
37951,anaerobe
37952,aerobe
37953,anaerobe
37954,aerobe
37955,aerobe
37956,anaerobe
37957,aerobe
37958,anaerobe
37959,anaerobe
37960,aerobe
37961,anaerobe
37962,aerobe
37963,aerobe
37964,anaerobe
37965,aerobe
37966,anaerobe
37967,aerobe
37968,anaerobe
37969,aerobe
37970,aerobe
37971,aerobe
37972,anaerobe
37973,aerobe
37974,aerobe
37975,anaerobe
37976,aerobe
37977,aerobe
37978,aerobe
37979,anaerobe
37980,aerobe
37981,aerobe
37982,anaerobe
37983,aerobe
37984,anaerobe
37985,aerobe
37986,anaerobe
37987,aerobe
37988,facultative
37989,anaerobe
37990,anaerobe
37991,aerobe
37992,anaerobe
37993,aerobe
37994,anaerobe
37995,anaerobe
37996,anaerobe
37997,anaerobe
37998,anaerobe
37999,anaerobe
38000,anaerobe
38001,anaerobe
38002,aerobe
38003,anaerobe
38004,aerobe
38005,anaerobe
38006,aerobe
38007,anaerobe
38008,anaerobe
38009,anaerobe
38010,anaerobe
38011,anaerobe
38012,anaerobe
38013,aerobe
38014,anaerobe
38015,anaerobe
38016,anaerobe
38017,anaerobe
38018,anaerobe
38019,anaerobe
38020,aerobe
38021,anaerobe
38022,aerobe
38023,anaerobe
38024,anaerobe
38025,aerobe
38026,aerobe
38027,anaerobe
38028,aerobe
38029,aerobe
38030,anaerobe
38031,anaerobe
38032,anaerobe
38033,aerobe
38034,anaerobe
38035,anaerobe
38036,anaerobe
38037,aerobe
38038,aerobe
38039,aerobe
38040,anaerobe
38041,anaerobe
38042,aerobe
38043,anaerobe
38044,aerobe
38045,aerobe
38046,anaerobe
38047,anaerobe
38048,anaerobe
38049,aerobe
38050,aerobe
38051,facultative
38052,anaerobe
38053,anaerobe
38054,aerobe
38055,anaerobe
38056,aerobe
38057,anaerobe
38058,anaerobe
38059,anaerobe
38060,anaerobe
38061,anaerobe
38062,anaerobe
38063,aerobe
38064,aerobe
38065,facultative
38066,anaerobe
38067,anaerobe
38068,anaerobe
38069,aerobe
38070,anaerobe
38071,anaerobe
38072,aerobe
38073,aerobe
38074,anaerobe
38075,aerobe
38076,anaerobe
38077,anaerobe
38078,anaerobe
38079,aerobe
38080,anaerobe
38081,aerobe
38082,anaerobe
38083,anaerobe
38084,anaerobe
38085,aerobe
38086,anaerobe
38087,anaerobe
38088,anaerobe
38089,anaerobe
38090,anaerobe
38091,anaerobe
38092,anaerobe
38093,aerobe
38094,anaerobe
38095,anaerobe
38096,anaerobe
38097,aerobe
38098,anaerobe
38099,anaerobe
38100,aerobe
38101,anaerobe
38102,aerobe
38103,anaerobe
38104,anaerobe
38105,aerobe
38106,anaerobe
38107,anaerobe
38108,anaerobe
38109,aerobe
38110,aerobe
38111,anaerobe
38112,anaerobe
38113,anaerobe
38114,aerobe
38115,anaerobe
38116,aerobe
38117,facultative
38118,anaerobe
38119,anaerobe
38120,anaerobe
38121,anaerobe
38122,anaerobe
38123,aerobe
38124,anaerobe
38125,aerobe
38126,aerobe
38127,aerobe
38128,aerobe
38129,anaerobe
38130,aerobe
38131,aerobe
38132,anaerobe
38133,anaerobe
38134,anaerobe
38135,aerobe
38136,anaerobe
38137,aerobe
38138,anaerobe
38139,aerobe
38140,aerobe
38141,aerobe
38142,anaerobe
38143,aerobe
38144,anaerobe
38145,anaerobe
38146,aerobe
38147,aerobe
38148,facultative
38149,anaerobe
38150,anaerobe
38151,aerobe
38152,anaerobe
38153,aerobe
38154,anaerobe
38155,aerobe
38156,anaerobe
38157,aerobe
38158,aerobe
38159,aerobe
38160,aerobe
38161,anaerobe
38162,aerobe
38163,anaerobe
38164,anaerobe
38165,aerobe
38166,anaerobe
38167,anaerobe
38168,anaerobe
38169,anaerobe
38170,anaerobe
38171,anaerobe
38172,aerobe
38173,anaerobe
38174,anaerobe
38175,aerobe
38176,anaerobe
38177,aerobe
38178,anaerobe
38179,anaerobe
38180,aerobe
38181,anaerobe
38182,anaerobe
38183,anaerobe
38184,aerobe
38185,aerobe
38186,aerobe
38187,aerobe
38188,aerobe
38189,anaerobe
38190,aerobe
38191,anaerobe
38192,aerobe
38193,anaerobe
38194,anaerobe
38195,anaerobe
38196,facultative
38197,aerobe
38198,anaerobe
38199,facultative
38200,anaerobe
38201,aerobe
38202,aerobe
38203,facultative
38204,anaerobe
38205,aerobe
38206,aerobe
38207,anaerobe
38208,anaerobe
38209,anaerobe
38210,anaerobe
38211,aerobe
38212,aerobe
38213,anaerobe
38214,anaerobe
38215,anaerobe
38216,aerobe
38217,anaerobe
38218,aerobe
38219,anaerobe
38220,anaerobe
38221,aerobe
38222,aerobe
38223,anaerobe
38224,aerobe
38225,anaerobe
38226,anaerobe
38227,anaerobe
38228,aerobe
38229,anaerobe
38230,aerobe
38231,aerobe
38232,anaerobe
38233,aerobe
38234,facultative
38235,anaerobe
38236,aerobe
38237,anaerobe
38238,anaerobe
38239,anaerobe
38240,facultative
38241,aerobe
38242,aerobe
38243,anaerobe
38244,anaerobe
38245,anaerobe
38246,anaerobe
38247,anaerobe
38248,aerobe
38249,anaerobe
38250,aerobe
38251,anaerobe
38252,anaerobe
38253,aerobe
38254,anaerobe
38255,anaerobe
38256,aerobe
38257,anaerobe
38258,anaerobe
38259,facultative
38260,anaerobe
38261,aerobe
38262,anaerobe
38263,aerobe
38264,aerobe
38265,anaerobe
38266,anaerobe
38267,anaerobe
38268,anaerobe
38269,anaerobe
38270,aerobe
38271,anaerobe
38272,aerobe
38273,aerobe
38274,aerobe
38275,anaerobe
38276,anaerobe
38277,aerobe
38278,anaerobe
38279,anaerobe
38280,anaerobe
38281,anaerobe
38282,anaerobe
38283,anaerobe
38284,anaerobe
38285,aerobe
38286,anaerobe
38287,aerobe
38288,anaerobe
38289,anaerobe
38290,anaerobe
38291,anaerobe
38292,anaerobe
38293,anaerobe
38294,facultative
38295,aerobe
38296,aerobe
38297,anaerobe
38298,aerobe
38299,anaerobe
38300,anaerobe
38301,anaerobe
38302,aerobe
38303,anaerobe
38304,anaerobe
38305,anaerobe
38306,aerobe
38307,anaerobe
38308,aerobe
38309,aerobe
38310,aerobe
38311,anaerobe
38312,anaerobe
38313,anaerobe
38314,anaerobe
38315,aerobe
38316,anaerobe
38317,anaerobe
38318,anaerobe
38319,aerobe
38320,aerobe
38321,aerobe
38322,aerobe
38323,anaerobe
38324,facultative
38325,aerobe
38326,anaerobe
38327,anaerobe
38328,anaerobe
38329,facultative
38330,anaerobe
38331,aerobe
38332,aerobe
38333,anaerobe
38334,aerobe
38335,anaerobe
38336,aerobe
38337,anaerobe
38338,anaerobe
38339,aerobe
38340,aerobe
38341,anaerobe
38342,anaerobe
38343,anaerobe
38344,anaerobe
38345,anaerobe
38346,anaerobe
38347,aerobe
38348,anaerobe
38349,aerobe
38350,aerobe
38351,anaerobe
38352,aerobe
38353,anaerobe
38354,anaerobe
38355,aerobe
38356,aerobe
38357,aerobe
38358,aerobe
38359,aerobe
38360,anaerobe
38361,anaerobe
38362,aerobe
38363,anaerobe
38364,aerobe
38365,aerobe
38366,aerobe
38367,anaerobe
38368,anaerobe
38369,anaerobe
38370,aerobe
38371,aerobe
38372,anaerobe
38373,aerobe
38374,anaerobe
38375,aerobe
38376,aerobe
38377,anaerobe
38378,aerobe
38379,aerobe
38380,aerobe
38381,anaerobe
38382,aerobe
38383,aerobe
38384,aerobe
38385,aerobe
38386,aerobe
38387,aerobe
38388,aerobe
38389,facultative
38390,aerobe
38391,aerobe
38392,aerobe
38393,anaerobe
38394,anaerobe
38395,aerobe
38396,aerobe
38397,anaerobe
38398,aerobe
38399,aerobe
38400,anaerobe
38401,anaerobe
38402,aerobe
38403,anaerobe
38404,anaerobe
38405,anaerobe
38406,anaerobe
38407,aerobe
38408,aerobe
38409,aerobe
38410,aerobe
38411,aerobe
38412,anaerobe
38413,anaerobe
38414,anaerobe
38415,aerobe
38416,aerobe
38417,anaerobe
38418,aerobe
38419,anaerobe
38420,anaerobe
38421,aerobe
38422,anaerobe
38423,anaerobe
38424,anaerobe
38425,anaerobe
38426,anaerobe
38427,aerobe
38428,anaerobe
38429,anaerobe
38430,anaerobe
38431,aerobe
38432,aerobe
38433,anaerobe
38434,aerobe
38435,anaerobe
38436,anaerobe
38437,anaerobe
38438,aerobe
38439,anaerobe
38440,anaerobe
38441,anaerobe
38442,anaerobe
38443,anaerobe
38444,anaerobe
38445,anaerobe
38446,aerobe
38447,anaerobe
38448,anaerobe
38449,anaerobe
38450,anaerobe
38451,facultative
38452,anaerobe
38453,anaerobe
38454,aerobe
38455,anaerobe
38456,anaerobe
38457,anaerobe
38458,aerobe
38459,anaerobe
38460,anaerobe
38461,anaerobe
38462,aerobe
38463,aerobe
38464,anaerobe
38465,aerobe
38466,anaerobe
38467,aerobe
38468,anaerobe
38469,aerobe
38470,anaerobe
38471,aerobe
38472,aerobe
38473,aerobe
38474,anaerobe
38475,anaerobe
38476,aerobe
38477,anaerobe
38478,anaerobe
38479,aerobe
38480,anaerobe
38481,anaerobe
38482,anaerobe
38483,aerobe
38484,anaerobe
38485,anaerobe
38486,anaerobe
38487,aerobe
38488,aerobe
38489,aerobe
38490,aerobe
38491,anaerobe
38492,aerobe
38493,anaerobe
38494,anaerobe
38495,aerobe
38496,aerobe
38497,anaerobe
38498,anaerobe
38499,anaerobe
38500,aerobe
38501,anaerobe
38502,aerobe
38503,aerobe
38504,aerobe
38505,anaerobe
38506,anaerobe
38507,anaerobe
38508,anaerobe
38509,anaerobe
38510,anaerobe
38511,aerobe
38512,aerobe
38513,aerobe
38514,aerobe
38515,aerobe
38516,aerobe
38517,anaerobe
38518,anaerobe
38519,anaerobe
38520,facultative
38521,aerobe
38522,aerobe
38523,aerobe
38524,anaerobe
38525,anaerobe
38526,anaerobe
38527,aerobe
38528,anaerobe
38529,aerobe
38530,anaerobe
38531,anaerobe
38532,anaerobe
38533,aerobe
38534,aerobe
38535,facultative
38536,aerobe
38537,anaerobe
38538,anaerobe
38539,anaerobe
38540,facultative
38541,facultative
38542,anaerobe
38543,aerobe
38544,aerobe
38545,facultative
38546,anaerobe
38547,anaerobe
38548,aerobe
38549,aerobe
38550,aerobe
38551,anaerobe
38552,aerobe
38553,aerobe
38554,aerobe
38555,aerobe
38556,aerobe
38557,aerobe
38558,aerobe
38559,anaerobe
38560,aerobe
38561,anaerobe
38562,aerobe
38563,facultative
38564,facultative
38565,anaerobe
38566,anaerobe
38567,anaerobe
38568,aerobe
38569,anaerobe
38570,facultative
38571,anaerobe
38572,aerobe
38573,anaerobe
38574,anaerobe
38575,aerobe
38576,aerobe
38577,aerobe
38578,anaerobe
38579,aerobe
38580,aerobe
38581,aerobe
38582,aerobe
38583,facultative
38584,anaerobe
38585,anaerobe
38586,anaerobe
38587,facultative
38588,anaerobe
38589,anaerobe
38590,anaerobe
38591,aerobe
38592,anaerobe
38593,aerobe
38594,anaerobe
38595,anaerobe
38596,anaerobe
38597,anaerobe
38598,anaerobe
38599,aerobe
38600,anaerobe
38601,aerobe
38602,anaerobe
38603,aerobe
38604,anaerobe
38605,anaerobe
38606,anaerobe
38607,aerobe
38608,anaerobe
38609,aerobe
38610,aerobe
38611,anaerobe
38612,anaerobe
38613,anaerobe
38614,aerobe
38615,anaerobe
38616,anaerobe
38617,anaerobe
38618,anaerobe
38619,facultative
38620,anaerobe
38621,anaerobe
38622,anaerobe
38623,anaerobe
38624,anaerobe
38625,aerobe
38626,aerobe
38627,facultative
38628,anaerobe
38629,aerobe
38630,anaerobe
38631,anaerobe
38632,anaerobe
38633,aerobe
38634,aerobe
38635,anaerobe
38636,aerobe
38637,aerobe
38638,aerobe
38639,anaerobe
38640,anaerobe
38641,anaerobe
38642,anaerobe
38643,anaerobe
38644,anaerobe
38645,aerobe
38646,anaerobe
38647,aerobe
38648,anaerobe
38649,aerobe
38650,anaerobe
38651,anaerobe
38652,aerobe
38653,aerobe
38654,anaerobe
38655,facultative
38656,anaerobe
38657,aerobe
38658,anaerobe
38659,anaerobe
38660,anaerobe
38661,anaerobe
38662,aerobe
38663,aerobe
38664,aerobe
38665,anaerobe
38666,anaerobe
38667,anaerobe
38668,anaerobe
38669,anaerobe
38670,anaerobe
38671,anaerobe
38672,aerobe
38673,aerobe
38674,anaerobe
38675,anaerobe
38676,aerobe
38677,anaerobe
38678,anaerobe
38679,anaerobe
38680,anaerobe
38681,anaerobe
38682,anaerobe
38683,anaerobe
38684,aerobe
38685,aerobe
38686,anaerobe
38687,anaerobe
38688,aerobe
38689,anaerobe
38690,anaerobe
38691,facultative
38692,anaerobe
38693,anaerobe
38694,anaerobe
38695,aerobe
38696,anaerobe
38697,anaerobe
38698,anaerobe
38699,anaerobe
38700,facultative
38701,aerobe
38702,aerobe
38703,aerobe
38704,anaerobe
38705,anaerobe
38706,anaerobe
38707,anaerobe
38708,facultative
38709,aerobe
38710,anaerobe
38711,anaerobe
38712,anaerobe
38713,aerobe
38714,anaerobe
38715,aerobe
38716,anaerobe
38717,anaerobe
38718,aerobe
38719,anaerobe
38720,aerobe
38721,anaerobe
38722,anaerobe
38723,anaerobe
38724,anaerobe
38725,anaerobe
38726,aerobe
38727,anaerobe
38728,aerobe
38729,aerobe
38730,aerobe
38731,anaerobe
38732,anaerobe
38733,anaerobe
38734,anaerobe
38735,aerobe
38736,anaerobe
38737,aerobe
38738,aerobe
38739,aerobe
38740,facultative
38741,aerobe
38742,anaerobe
38743,facultative
38744,anaerobe
38745,aerobe
38746,anaerobe
38747,anaerobe
38748,aerobe
38749,aerobe
38750,anaerobe
38751,aerobe
38752,anaerobe
38753,anaerobe
38754,anaerobe
38755,aerobe
38756,aerobe
38757,aerobe
38758,anaerobe
38759,anaerobe
38760,aerobe
38761,anaerobe
38762,aerobe
38763,anaerobe
38764,anaerobe
38765,aerobe
38766,facultative
38767,aerobe
38768,anaerobe
38769,anaerobe
38770,anaerobe
38771,anaerobe
38772,aerobe
38773,anaerobe
38774,anaerobe
38775,aerobe
38776,facultative
38777,anaerobe
38778,anaerobe
38779,aerobe
38780,anaerobe
38781,anaerobe
38782,anaerobe
38783,aerobe
38784,aerobe
38785,aerobe
38786,anaerobe
38787,facultative
38788,aerobe
38789,aerobe
38790,anaerobe
38791,anaerobe
38792,anaerobe
38793,aerobe
38794,anaerobe
38795,anaerobe
38796,anaerobe
38797,aerobe
38798,aerobe
38799,aerobe
38800,facultative
38801,anaerobe
38802,anaerobe
38803,anaerobe
38804,anaerobe
38805,anaerobe
38806,aerobe
38807,anaerobe
38808,anaerobe
38809,anaerobe
38810,anaerobe
38811,anaerobe
38812,aerobe
38813,aerobe
38814,anaerobe
38815,anaerobe
38816,aerobe
38817,anaerobe
38818,anaerobe
38819,anaerobe
38820,anaerobe
38821,anaerobe
38822,aerobe
38823,anaerobe
38824,anaerobe
38825,aerobe
38826,aerobe
38827,anaerobe
38828,aerobe
38829,anaerobe
38830,anaerobe
38831,anaerobe
38832,aerobe
38833,anaerobe
38834,anaerobe
38835,aerobe
38836,aerobe
38837,anaerobe
38838,anaerobe
38839,aerobe
38840,aerobe
38841,anaerobe
38842,anaerobe
38843,anaerobe
38844,facultative
38845,anaerobe
38846,anaerobe
38847,aerobe
38848,anaerobe
38849,anaerobe
38850,aerobe
38851,anaerobe
38852,anaerobe
38853,anaerobe
38854,anaerobe
38855,aerobe
38856,anaerobe
38857,anaerobe
38858,anaerobe
38859,aerobe
38860,aerobe
38861,anaerobe
38862,aerobe
38863,aerobe
38864,anaerobe
38865,aerobe
38866,anaerobe
38867,facultative
38868,anaerobe
38869,aerobe
38870,anaerobe
38871,aerobe
38872,anaerobe
38873,aerobe
38874,aerobe
38875,anaerobe
38876,anaerobe
38877,anaerobe
38878,anaerobe
38879,aerobe
38880,aerobe
38881,anaerobe
38882,anaerobe
38883,anaerobe
38884,aerobe
38885,aerobe
38886,aerobe
38887,aerobe
38888,aerobe
38889,aerobe
38890,aerobe
38891,aerobe
38892,anaerobe
38893,anaerobe
38894,aerobe
38895,anaerobe
38896,anaerobe
38897,anaerobe
38898,anaerobe
38899,aerobe
38900,anaerobe
38901,aerobe
38902,anaerobe
38903,anaerobe
38904,anaerobe
38905,aerobe
38906,aerobe
38907,facultative
38908,anaerobe
38909,anaerobe
38910,anaerobe
38911,anaerobe
38912,anaerobe
38913,facultative
38914,facultative
38915,anaerobe
38916,aerobe
38917,anaerobe
38918,aerobe
38919,aerobe
38920,aerobe
38921,aerobe
38922,anaerobe
38923,aerobe
38924,aerobe
38925,anaerobe
38926,anaerobe
38927,anaerobe
38928,aerobe
38929,aerobe
38930,anaerobe
38931,anaerobe
38932,aerobe
38933,anaerobe
38934,anaerobe
38935,aerobe
38936,anaerobe
38937,anaerobe
38938,aerobe
38939,aerobe
38940,anaerobe
38941,anaerobe
38942,anaerobe
38943,anaerobe
38944,aerobe
38945,aerobe
38946,facultative
38947,aerobe
38948,aerobe
38949,aerobe
38950,anaerobe
38951,aerobe
38952,anaerobe
38953,anaerobe
38954,aerobe
38955,anaerobe
38956,anaerobe
38957,aerobe
38958,aerobe
38959,anaerobe
38960,anaerobe
38961,anaerobe
38962,aerobe
38963,anaerobe
38964,aerobe
38965,aerobe
38966,aerobe
38967,anaerobe
38968,anaerobe
38969,anaerobe
38970,anaerobe
38971,anaerobe
38972,anaerobe
38973,anaerobe
38974,anaerobe
38975,aerobe
38976,aerobe
38977,aerobe
38978,anaerobe
38979,aerobe
38980,aerobe
38981,anaerobe
38982,aerobe
38983,aerobe
38984,anaerobe
38985,anaerobe
38986,aerobe
38987,anaerobe
38988,aerobe
38989,anaerobe
38990,aerobe
38991,aerobe
38992,aerobe
38993,anaerobe
38994,aerobe
38995,anaerobe
38996,anaerobe
38997,facultative
38998,aerobe
38999,anaerobe
39000,aerobe
39001,aerobe
39002,anaerobe
39003,anaerobe
39004,aerobe
39005,aerobe
39006,anaerobe
39007,anaerobe
39008,anaerobe
39009,aerobe
39010,anaerobe
39011,anaerobe
39012,anaerobe
39013,aerobe
39014,anaerobe
39015,aerobe
39016,aerobe
39017,anaerobe
39018,aerobe
39019,anaerobe
39020,anaerobe
39021,anaerobe
39022,anaerobe
39023,aerobe
39024,aerobe
39025,aerobe
39026,aerobe
39027,aerobe
39028,aerobe
39029,aerobe
39030,aerobe
39031,aerobe
39032,anaerobe
39033,aerobe
39034,anaerobe
39035,anaerobe
39036,anaerobe
39037,aerobe
39038,anaerobe
39039,anaerobe
39040,aerobe
39041,aerobe
39042,aerobe
39043,anaerobe
39044,aerobe
39045,anaerobe
39046,anaerobe
39047,anaerobe
39048,aerobe
39049,aerobe
39050,aerobe
39051,anaerobe
39052,anaerobe
39053,aerobe
39054,anaerobe
39055,anaerobe
39056,facultative
39057,anaerobe
39058,aerobe
39059,aerobe
39060,anaerobe
39061,aerobe
39062,anaerobe
39063,aerobe
39064,facultative
39065,anaerobe
39066,anaerobe
39067,aerobe
39068,facultative
39069,anaerobe
39070,anaerobe
39071,anaerobe
39072,aerobe
39073,anaerobe
39074,aerobe
39075,facultative
39076,aerobe
39077,aerobe
39078,aerobe
39079,anaerobe
39080,aerobe
39081,anaerobe
39082,anaerobe
39083,anaerobe
39084,aerobe
39085,aerobe
39086,aerobe
39087,anaerobe
39088,aerobe
39089,aerobe
39090,anaerobe
39091,anaerobe
39092,anaerobe
39093,anaerobe
39094,anaerobe
39095,aerobe
39096,anaerobe
39097,aerobe
39098,anaerobe
39099,anaerobe
39100,anaerobe
39101,aerobe
39102,aerobe
39103,anaerobe
39104,anaerobe
39105,aerobe
39106,anaerobe
39107,anaerobe
39108,aerobe
39109,anaerobe
39110,anaerobe
39111,anaerobe
39112,anaerobe
39113,anaerobe
39114,aerobe
39115,facultative
39116,anaerobe
39117,anaerobe
39118,anaerobe
39119,aerobe
39120,anaerobe
39121,anaerobe
39122,anaerobe
39123,aerobe
39124,anaerobe
39125,aerobe
39126,anaerobe
39127,aerobe
39128,aerobe
39129,aerobe
39130,anaerobe
39131,anaerobe
39132,facultative
39133,anaerobe
39134,aerobe
39135,anaerobe
39136,anaerobe
39137,aerobe
39138,facultative
39139,anaerobe
39140,aerobe
39141,aerobe
39142,aerobe
39143,aerobe
39144,anaerobe
39145,anaerobe
39146,anaerobe
39147,anaerobe
39148,anaerobe
39149,anaerobe
39150,aerobe
39151,aerobe
39152,aerobe
39153,anaerobe
39154,anaerobe
39155,anaerobe
39156,anaerobe
39157,anaerobe
39158,aerobe
39159,facultative
39160,aerobe
39161,aerobe
39162,aerobe
39163,anaerobe
39164,aerobe
39165,anaerobe
39166,aerobe
39167,anaerobe
39168,aerobe
39169,anaerobe
39170,aerobe
39171,aerobe
39172,anaerobe
39173,aerobe
39174,aerobe
39175,anaerobe
39176,aerobe
39177,anaerobe
39178,facultative
39179,aerobe
39180,anaerobe
39181,aerobe
39182,anaerobe
39183,anaerobe
39184,aerobe
39185,anaerobe
39186,anaerobe
39187,anaerobe
39188,anaerobe
39189,anaerobe
39190,anaerobe
39191,anaerobe
39192,aerobe
39193,aerobe
39194,anaerobe
39195,anaerobe
39196,aerobe
39197,aerobe
39198,aerobe
39199,anaerobe
39200,anaerobe
39201,anaerobe
39202,anaerobe
39203,facultative
39204,facultative
39205,anaerobe
39206,aerobe
39207,aerobe
39208,anaerobe
39209,anaerobe
39210,aerobe
39211,aerobe
39212,aerobe
39213,anaerobe
39214,aerobe
39215,anaerobe
39216,aerobe
39217,anaerobe
39218,anaerobe
39219,aerobe
39220,anaerobe
39221,anaerobe
39222,anaerobe
39223,aerobe
39224,anaerobe
39225,aerobe
39226,aerobe
39227,facultative
39228,anaerobe
39229,aerobe
39230,anaerobe
39231,anaerobe
39232,anaerobe
39233,aerobe
39234,aerobe
39235,anaerobe
39236,anaerobe
39237,anaerobe
39238,aerobe
39239,anaerobe
39240,anaerobe
39241,aerobe
39242,facultative
39243,aerobe
39244,anaerobe
39245,anaerobe
39246,aerobe
39247,aerobe
39248,anaerobe
39249,anaerobe
39250,aerobe
39251,anaerobe
39252,aerobe
39253,anaerobe
39254,anaerobe
39255,anaerobe
39256,aerobe
39257,anaerobe
39258,anaerobe
39259,aerobe
39260,aerobe
39261,aerobe
39262,aerobe
39263,aerobe
39264,aerobe
39265,aerobe
39266,anaerobe
39267,anaerobe
39268,anaerobe
39269,facultative
39270,aerobe
39271,anaerobe
39272,aerobe
39273,anaerobe
39274,anaerobe
39275,anaerobe
39276,aerobe
39277,anaerobe
39278,anaerobe
39279,aerobe
39280,anaerobe
39281,aerobe
39282,aerobe
39283,aerobe
39284,aerobe
39285,anaerobe
39286,aerobe
39287,anaerobe
39288,anaerobe
39289,anaerobe
39290,aerobe
39291,anaerobe
39292,aerobe
39293,anaerobe
39294,anaerobe
39295,anaerobe
39296,aerobe
39297,anaerobe
39298,aerobe
39299,anaerobe
39300,anaerobe
39301,aerobe
39302,aerobe
39303,anaerobe
39304,aerobe
39305,facultative
39306,aerobe
39307,aerobe
39308,anaerobe
39309,aerobe
39310,anaerobe
39311,facultative
39312,aerobe
39313,aerobe
39314,anaerobe
39315,anaerobe
39316,anaerobe
39317,aerobe
39318,aerobe
39319,anaerobe
39320,aerobe
39321,anaerobe
39322,aerobe
39323,aerobe
39324,anaerobe
39325,aerobe
39326,anaerobe
39327,aerobe
39328,aerobe
39329,aerobe
39330,aerobe
39331,aerobe
39332,aerobe
39333,anaerobe
39334,anaerobe
39335,aerobe
39336,facultative
39337,facultative
39338,anaerobe
39339,anaerobe
39340,anaerobe
39341,aerobe
39342,anaerobe
39343,anaerobe
39344,facultative
39345,anaerobe
39346,aerobe
39347,anaerobe
39348,anaerobe
39349,anaerobe
39350,facultative
39351,aerobe
39352,aerobe
39353,aerobe
39354,anaerobe
39355,anaerobe
39356,anaerobe
39357,anaerobe
39358,anaerobe
39359,anaerobe
39360,anaerobe
39361,anaerobe
39362,aerobe
39363,anaerobe
39364,anaerobe
39365,anaerobe
39366,aerobe
39367,aerobe
39368,aerobe
39369,aerobe
39370,anaerobe
39371,aerobe
39372,aerobe
39373,anaerobe
39374,anaerobe
39375,anaerobe
39376,anaerobe
39377,facultative
39378,anaerobe
39379,aerobe
39380,anaerobe
39381,aerobe
39382,anaerobe
39383,anaerobe
39384,anaerobe
39385,aerobe
39386,anaerobe
39387,aerobe
39388,anaerobe
39389,anaerobe
39390,anaerobe
39391,anaerobe
39392,aerobe
39393,anaerobe
39394,aerobe
39395,anaerobe
39396,aerobe
39397,anaerobe
39398,anaerobe
39399,facultative
39400,anaerobe
39401,anaerobe
39402,aerobe
39403,anaerobe
39404,aerobe
39405,aerobe
39406,anaerobe
39407,aerobe
39408,aerobe
39409,aerobe
39410,anaerobe
39411,anaerobe
39412,anaerobe
39413,anaerobe
39414,aerobe
39415,anaerobe
39416,anaerobe
39417,anaerobe
39418,aerobe
39419,aerobe
39420,anaerobe
39421,aerobe
39422,aerobe
39423,anaerobe
39424,anaerobe
39425,anaerobe
39426,anaerobe
39427,aerobe
39428,anaerobe
39429,anaerobe
39430,anaerobe
39431,aerobe
39432,anaerobe
39433,anaerobe
39434,anaerobe
39435,anaerobe
39436,aerobe
39437,anaerobe
39438,anaerobe
39439,aerobe
39440,anaerobe
39441,anaerobe
39442,aerobe
39443,anaerobe
39444,anaerobe
39445,anaerobe
39446,anaerobe
39447,anaerobe
39448,anaerobe
39449,aerobe
39450,aerobe
39451,anaerobe
39452,aerobe
39453,aerobe
39454,anaerobe
39455,aerobe
39456,anaerobe
39457,anaerobe
39458,aerobe
39459,anaerobe
39460,anaerobe
39461,aerobe
39462,aerobe
39463,anaerobe
39464,aerobe
39465,anaerobe
39466,aerobe
39467,anaerobe
39468,anaerobe
39469,anaerobe
39470,anaerobe
39471,aerobe
39472,aerobe
39473,anaerobe
39474,aerobe
39475,facultative
39476,aerobe
39477,aerobe
